-114.701	69.0195	248.373
0	0	0
0	0	0
-114.71	68.9228	248.412
-114.72	69.0065	248.376
-114.743	68.9865	248.386
-114.73	69.0004	248.406
-114.678	68.924	248.438
-114.717	69.0019	248.407
-114.677	68.9245	248.348
-114.719	68.9682	248.376
-114.716	68.9618	248.366
-114.673	68.9283	248.332
-114.7	69.109	248.403
-114.713	69.0131	248.401
-114.728	69.0191	248.394
-114.71	68.9227	248.381
-114.715	69.0178	248.346
-114.728	69.0339	248.342
-114.714	69.0347	248.358
-114.727	69.0498	248.346
-114.687	68.9714	248.298
-114.733	69.0078	248.338
-114.691	68.9478	248.319
-114.723	68.9911	248.356
-114.735	69.0123	248.36
-114.732	69.0157	248.364
-114.743	69.0215	248.367
-114.71	69.0245	248.376
-114.726	69.0275	248.375
-114.723	69.0185	248.359
-114.718	69.0302	248.373
-114.709	69.0412	248.393
-114.714	69.0162	248.364
-114.719	69.0124	248.36
-114.713	69.0232	248.358
-114.73	69.0131	248.355
-114.738	69.0162	248.366
-114.736	69.0271	248.374
-114.731	69.0299	248.382
-114.728	69.0105	248.364
-114.737	69.0018	248.366
-114.731	68.9938	248.364
-114.711	68.9396	248.318
-114.697	68.9473	248.402
-114.746	69.0027	248.372
-114.735	69.0118	248.379
-114.732	69.0005	248.361
-114.726	69.0154	248.365
-114.742	69.0016	248.356
-114.735	69.016	248.354
-114.724	69.0321	248.362
-114.723	69.0203	248.36
-114.727	69.0192	248.347
-114.749	69.0144	248.358
-114.734	69.0206	248.38
-114.747	69.0224	248.367
-114.733	69.0243	248.369
-114.741	69.0397	248.357
-114.748	69.0105	248.35
-114.741	69.0095	248.359
-114.731	69.011	248.36
-114.744	69.0144	248.376
-114.732	69.0097	248.375
-114.697	68.95	248.33
-114.711	69.0137	248.364
-114.71	69.1034	248.346
-114.744	69.0297	248.375
-114.751	69.0023	248.369
-114.744	69.016	248.358
-114.722	69.0344	248.369
-114.731	69.035	248.374
-114.718	69.0333	248.376
-114.729	69.0211	248.337
-114.684	69.1573	248.358
-114.735	69.0296	248.363
-114.724	69.0535	248.37
-114.731	69.0343	248.374
-114.726	69.0441	248.355
-114.726	69.0393	248.331
-114.727	69.0374	248.329
-114.712	68.9474	248.366
-114.738	69.0469	248.355
-114.709	69.0684	248.365
-114.725	69.0257	248.366
-114.736	69.0292	248.338
-114.743	69.0392	248.366
-114.692	68.9716	248.278
-114.686	68.9604	248.384
-114.723	69.022	248.351
-114.744	69.025	248.362
-114.736	69.038	248.362
-114.712	69.149	248.382
-114.747	69.0512	248.356
-114.747	69.0426	248.371
-114.739	69.0303	248.347
-114.743	69.021	248.366
-114.707	68.976	248.385
-114.745	69.027	248.365
-114.737	69.0206	248.345
-114.71	69.166	248.366
-114.746	69.0486	248.38
-114.736	69.0446	248.377
-114.745	69.0311	248.37
-114.71	68.9499	248.386
-114.737	69.0417	248.361
-114.706	68.9522	248.407
-114.7	68.9609	248.412
-114.729	69.0329	248.373
-114.735	69.0456	248.371
-114.729	69.0407	248.369
-114.712	69.0343	248.352
-114.715	69.1411	248.379
-114.75	69.0416	248.37
-114.725	69.0816	248.376
-114.691	68.959	248.39
-114.703	68.9788	248.313
-114.724	68.9972	248.351
-114.727	69.0023	248.337
-114.746	69.0247	248.351
-114.726	69.0237	248.379
-114.73	69.0259	248.369
-114.731	69.031	248.372
-114.715	69.1413	248.384
-114.739	69.0227	248.363
-114.675	69.0653	248.331
-114.725	69.0092	248.328
-114.738	69.0185	248.372
-114.729	69.03	248.374
-114.734	69.0251	248.366
-114.736	69.0268	248.37
-114.722	69.0256	248.355
-114.71	69.029	248.351
-114.726	69.0135	248.351
-114.732	69.0252	248.344
-114.716	69.0363	248.358
-114.717	69.0409	248.376
-114.736	68.9956	248.371
-114.733	69.0203	248.381
-114.718	69.1276	248.372
-114.722	69.02	248.37
-114.743	69.0337	248.367
-114.727	69.0082	248.383
-114.695	68.9602	248.424
-114.72	69.016	248.373
-114.731	69.0175	248.382
-114.707	68.9339	248.323
-114.715	69.0157	248.35
-114.728	69.0022	248.363
-114.727	69.0125	248.373
-114.726	69.0347	248.39
-114.732	69.0137	248.351
-114.685	68.9712	248.4
-114.7	68.9677	248.412
-114.729	69.0175	248.375
-114.715	69.0516	248.38
-114.72	69.0073	248.341
-114.726	69.0137	248.345
-114.742	69.0259	248.363
-114.732	69.031	248.379
-114.736	69.0361	248.373
-114.736	69.0202	248.359
-114.738	69.0199	248.349
-114.694	68.9514	248.315
-114.673	68.9519	248.389
-114.725	69.0281	248.37
-114.708	68.9438	248.393
-114.741	69.0221	248.362
-114.734	69.014	248.365
-114.72	69.0245	248.367
-114.726	69.0293	248.336
-114.73	69.0396	248.351
-114.73	69.0406	248.36
-114.724	69.0527	248.371
-114.722	69.0515	248.364
-114.732	69.0453	248.362
-114.73	69.0409	248.361
-114.742	69.0132	248.346
-114.679	68.9611	248.296
-114.714	69.0323	248.342
-114.719	69.0232	248.338
-114.719	69.0424	248.374
-114.733	69.0252	248.35
-114.748	69.0321	248.349
-114.717	69.0474	248.346
-114.709	68.9703	248.377
-114.701	69.1593	248.379
-114.73	69.0354	248.38
-114.741	69.0366	248.353
-114.731	69.0219	248.345
-114.73	69.0469	248.368
-114.733	69.0486	248.368
-114.716	69.1507	248.385
-114.735	69.0368	248.369
-114.744	69.0159	248.342
-114.742	69.0185	248.351
-114.73	69.0367	248.364
-114.727	69.0485	248.374
-114.726	69.0432	248.385
-114.723	69.0288	248.36
-114.699	68.9555	248.4
-114.733	69.0403	248.346
-114.722	69.0124	248.366
-114.711	68.9608	248.416
-114.726	69.0161	248.374
-114.7	68.957	248.42
-114.722	69.0255	248.372
-114.734	69.0173	248.368
-114.728	69.0222	248.369
-114.735	69.0368	248.373
-114.72	69.0223	248.376
-114.73	69.0194	248.362
-114.728	69.0554	248.367
-114.731	69.0103	248.366
-114.728	69.0175	248.373
-114.735	69.016	248.362
-114.708	69.1436	248.39
-114.728	69.0353	248.385
-114.733	69.015	248.382
-114.734	69.0058	248.369
-114.73	69.0146	248.37
-114.733	69.0068	248.383
-114.717	69.03	248.358
-114.708	69.0087	248.372
-114.719	69.0335	248.375
-114.725	69.0232	248.369
-114.726	69.0168	248.362
-114.733	69.0065	248.354
-114.725	69.031	248.374
-114.723	69.0254	248.38
-114.72	69.0438	248.363
-114.731	69.0442	248.367
-114.724	69.0332	248.361
-114.732	69.0178	248.363
-114.733	69.0452	248.36
-114.721	69.0173	248.356
-114.734	69.0355	248.374
-114.717	69.038	248.361
